note 20	John Hamilton Davis	cited affix	s-	stative
note 20	John Hamilton Davis	cited form	nat	night
note 21	John Hamilton Davis	cited form	lhew	any group characterized by one named individual
note 21	John Hamilton Davis	cited form	lhaw	how some people pronounce lhew
note 21	John Hamilton Davis	phonetic	[ɬʌʊ]	the pronunciation of lhaw
note 22	John Hamilton Davis	cited form	sht	we, us
note 22	John Hamilton Davis	cited form	chiat	we, us
note 23	John Hamilton Davis	cited form	lhex	bad
note 23	John Hamilton Davis	cited affix	-eyt	completed action or state
note 23	John Hamilton Davis	cited form	tuwa	from
note 23	John Hamilton Davis	cited affix	-ayin	beginning
note 24	John Hamilton Davis	cited affix	s-	stative
note 24	John Hamilton Davis	cited form	yas-	day of the week, compared from Sechelt
note 24	John Hamilton Davis	cited form	-ow.s	his or her past tense, from -olh + -s
note 24	John Hamilton Davis	cited form	-ow.it	their past tense, from -olh + -it
note 24	John Hamilton Davis	cited form	-ow.ap	your (pl.) past tense, from -olh + -ap
note 1	John Hamilton Davis	segment	ə	the vowel that becomes a for emphasis
note 1	John Hamilton Davis	segment	a	what ə becomes for emphasis
4 1	Mary George	transcription	qex.aya shez qem.qam.olh
4 1	John Hamilton Davis	phonetic	[qʌ́χayε šɪtθ qʌ́mqamoɬ]
4 1	Mary George	translation	‘I was with a lot (of other kids).’
4 2	Mary George	transcription	ho sht maʔemkum
4 2	John Hamilton Davis	phonetic	[ho št maʔəmkwum]
4 2	Mary George	translation	‘We went berry picking.’
4 3	Mary George	transcription	ni····ʔ sht maʔemkum niʔs te ʔimin
4 3	John Hamilton Davis	phonetic	[nε····ʔ št maʔəmkwum nεʔs tə ʔεmɪn]
4 3	Mary George	translation	‘There we were berry picking along the path.’
4 4	Mary George	transcription	whekwt.olh ʔe kw ʔimin ʔe kw sheʔen
4 4	John Hamilton Davis	phonetic	[çwʊkwtoɬ ʔə kw ʔεmɪn ʔə kw šiʔɪn]
4 4	Mary George	translation	‘There was no highway in those days.’
4 5	Mary George	transcription	ho···· sht maʔemkum
4 5	John Hamilton Davis	phonetic	[ho···· št maʔəmkwum]
4 5	Mary George	translation	‘We went (for a long time) berry picking.’
4 6	Mary George	transcription	hoy ʔey hoho ch shiashiaʔ naʔa ʔe she jiajia
4 6	John Hamilton Davis	phonetic	[hoɪ ʔiɪ hoho č šyεšyεʔ naʔᴧ ʔə šɪ ǰyεǰyε]
4 6	Mary George	translation	‘Then I was going quietly (on top of) a log.’
4 7	Mary George	transcription	hoho ch ʔimash ʔe she sayayin.s
4 7	John Hamilton Davis	phonetic	[hoho č ʔεmᴧš ʔə šɪ sayᴧyɪns]
4 7	Mary George	translation	‘I was walking to the end of (the log).’
4 8	Mary George	transcription	ni····ʔ ʔot z qemqam ʔe te neyjia
4 8	John Hamilton Davis	phonetic	[nε····ʔ ʔot tθ qᴧmqam ʔə tə niɪjyε]
4 8	Mary George	translation	‘My companions were there in the distance.’
4 9	Mary George	transcription	hoho ch ʔimash
4 9	John Hamilton Davis	phonetic	[hoho č ʔεmᴧš]
4 9	Mary George	translation	‘I was going walking (by myself).’
4 10	Mary George	transcription	hoho ch tes ʔe te sayayins she jiajia
4 10	John Hamilton Davis	phonetic	[hoho č tʌ́s ʔə tə sayᴧyɪns šɪ ǰyεǰyε]
4 10	Mary George	translation	‘I was going right up to the end of the log.’
4 11	Mary George	transcription	k’wet chian she naʔa xa’ynach
4 11	John Hamilton Davis	phonetic	[k̀wʊt čyεn šɪ naʔᴧ χaʔɪnᴧč]
4 11	Mary George	translation	‘I looked at the stump.’
4 12	Mary George	transcription	jiaqaʔ niʔ she nemʔ ʔe kw seswhalh
4 12	John Hamilton Davis	phonetic	[ǰyæqᴧʔ nεʔ šɪ nʌ́mʔ ʔə kw sɪsçwᴧɬ]
4 12	Mary George	translation	‘There was something just like a lizard.’
4 13	Mary George	transcription	mos she jesh.jeshen.s ʔey sop.nahâch
4 13	John Hamilton Davis	phonetic	[mos šɪ ǰɪšǰɪšins ʔiɪ sopnahač]
4 13	Mary George	translation	‘It had four legs and a tail.’ (“four its legs and with a tail”)
4 14	Mary George	transcription	k’wet chian ʔey naʔa jiaqaʔ k’watwhem she sayqins
4 14	John Hamilton Davis	phonetic	[k̀wʊt čyεn ʔiɪ naʔᴧ ǰyæqᴧʔ k̀watçwʊm šɪ saɪqεns]
4 14	Mary George	translation	‘I looked and its mouth was aflame.’
4 15	Mary George	transcription	k’watwhem ʔa’juwmi····shmot, nem’ kw naʔa machs
4 15	John Hamilton Davis	phonetic	[k̀watçwʊm ʔaaǰuʊmi····šmot nʌ́mʔ kw naʔᴧ mᴧčs]
4 15	Mary George	translation	‘A really beautiful flame, just like a match.’
4 16	Mary George	transcription	papkwat ch, xaxayastîwh ch
4 16	John Hamilton Davis	phonetic	[papkwᴧt č χaχayεstɪçw č]
4 16	Mary George	translation	‘I was staring (surveilling), I was wondering.’
4 17	Mary George	transcription	hoy ʔey xapey chian tho
4 17	John Hamilton Davis	phonetic	[hoɪ ʔiɪ χapiɪ čyεn θo]
4 17	Mary George	translation	‘Then I went back.’
4 18	Mary George	transcription	thoho ch xapey
4 18	John Hamilton Davis	phonetic	[θoho č χapiɪ]
4 18	Mary George	translation	‘I was going back (to the others).’
4 19	Mary George	transcription	hoy ʔey tawt chian she qemqam
4 19	John Hamilton Davis	phonetic	[hoɪ ʔiɪ taʊt čyεn šɪ qʌ́mqam]
4 19	Mary George	translation	‘Then I told the companions.’
4 20	Mary George	transcription	taw.t chian qwel’ k’we.t.as.iw
4 20	John Hamilton Davis	phonetic	[taʊt čyεn qwɔlʔ k̀wʊtᴧsεʊ]
4 20	Mary George	translation	‘I told them to come see it (look at it).’
4 21	Mary George	transcription	hoho sht k’wet
4 21	John Hamilton Davis	phonetic	[hoho št k̀wʊt]
4 21	Mary George	translation	‘We were going to look.’
4 22	Mary George	transcription	hoy ʔey whekwt, whekwt ku
4 22	John Hamilton Davis	phonetic	[hoɪ ʔiɪ çwʊkwt çwʊkwt kwu]
4 22	Mary George	translation	‘But it wasn’t there, it was (already) gone.’
4 23	Mary George	transcription	hoy ʔey hoho sht jew’
4 23	John Hamilton Davis	phonetic	[hoɪ ʔiɪ hoho št ǰuʊʔ]
4 23	Mary George	translation	‘Then we were going home.’
4 24	Mary George	transcription	tawt chian shez kwekwpaʔolh
4 24	John Hamilton Davis	phonetic	[taʊt čyεn šɪtθ kwʊkwpaʔoɬ]
4 24	Mary George	translation	‘I told my grandfather.’ (my past tense grandfather)
4 25	Mary George	transcription	lhelhxanch.em.mithayem chia’mas ʔez whaʔ hahan tawtolh
4 25	John Hamilton Davis	phonetic	[ɬɪɬχančɪmmεθayɪm čyεεmᴧs ʔətθ çwᴧʔ hahan taʊtoɬ]
4 25	Mary George	translation	‘He was angry at me because I didn’t go tell him (immediately).’
4 26	Mary George	transcription	qwayigan hilh k’we niʔitet ʔeytet
4 26	John Hamilton Davis	phonetic	[qwayεgᴧn hεɬ k̀wə nεʔεtɪt ʔiɪtɪt]
4 26	Mary George	translation	‘I think that’s what they say is good luck.’ (good fortune)
4 27	Mary George	transcription	ʔeytet ʔe kw qaymiwh taʔat
4 27	John Hamilton Davis	phonetic	[ʔiɪtɪt ʔə kw qaɪmiçw taʔat]
4 27	Mary George	translation	‘Good luck for a person usually.’
4 28	Mary George	transcription	kwen.as k’we hilh ʔaxtey kw tit.hiyalach
4 28	John Hamilton Davis	phonetic	[kwʊnᴧs k̀wə hεɬ ʔaχtiɪ kw tithεyεlᴧč]
4 28	Mary George	translation	‘He said that’s what a tit.hiyalach was like.’
4 29	Mary George	transcription	niʔitas kwaʔan qway.mithayem
4 29	John Hamilton Davis	phonetic	[nεʔεtᴧs kwaʔᴧn qwaɪmεθayɪm]
4 29	Mary George	translation	‘He said that (as) he gave me a talking to.’ (scolded me)
4 30	Mary George	transcription	lhelhxanchem.mithay.em chia’mas ʔez whaʔ hahan tawtolh
4 30	John Hamilton Davis	phonetic	[ɬɪɬχančɪmmεθayɪm čyεεmᴧs ʔətθ çwᴧʔ hahan taʊtoɬ]
4 30	Mary George	translation	‘He was angry at me because I didn’t go tell him (immediately).’
4 31	Mary George	transcription	whaʔ k’weneget ʔe shez qemqam
4 31	John Hamilton Davis	phonetic	[çwᴧʔ k̀wʊnəgɪt ʔə šɪtθ qʌ́mqam]
4 31	Mary George	translation	‘My companions didn’t see it.’ (‘It wasn’t seen by my companions.’)
4 32	Mary George	transcription	hoy ʔot chianiy ʔe k’wenewh
4 32	John Hamilton Davis	phonetic	[hoɪ ʔot čyεniɪ ʔə k̀wʊnʊçw]
4 32	Mary George	translation	‘I was the only one who saw it.’
4 33	Mary George	transcription	xaxayastom ʔe z qemqam kwenas chiam’ whaʔs k’wenewhas
4 33	John Hamilton Davis	phonetic	[χaχayɪstom ʔə tθ qᴧmqam kwʊnᴧs čyεmʔ çwaʔs k̀wʊnʊçwᴧs]
4 33	Mary George	translation	‘My friends wondered why they didn’t see it.’
4 34	Mary George	transcription	nem’ ʔe kw seswhalh, nem’ ʔot ʔe kw seswhalh
4 34	John Hamilton Davis	phonetic	[nᴧmʔ ʔə kw sɪsçwᴧɬ nʌ́mʔ ʔot ʔə kw sɪsçwᴧɬ]
4 34	Mary George	translation	‘Like a lizard, just like a lizard.’
note 25	John Hamilton Davis	cited affix	C1əC2-	plural
note 25	John Hamilton Davis	cited form	qam	companion
note 25	John Hamilton Davis	cited form	she	ART
note 25	John Hamilton Davis	cited form	z	my
note 25	John Hamilton Davis	cited form	qexaya	many people
note 26	John Hamilton Davis	cited form	ʔimin	path, road, highway, door
note 27	John Hamilton Davis	cited form	whaʔ	the first half of the contraction giving whekwt
note 27	John Hamilton Davis	cited form	kwt	the second half of the contraction giving whekwt
note 27	John Hamilton Davis	cited form	whekwt	absent
note 27	John Hamilton Davis	cited form	whe chia’mas	no way, no how
note 27	John Hamilton Davis	phonetic	[çwʊ čyεεmᴧs]	no way, no how
note 27	John Hamilton Davis	cited form	wha.kwt.am	almost nothing, compared from Sechelt
note 27	John Hamilton Davis	cited affix	-am	desiderative, which also means almost
note 28	John Hamilton Davis	cited form	naʔa	rhetorical filler
note 28	John Hamilton Davis	cited form	shiasem	sneak
note 29	John Hamilton Davis	cited form	sal-	location, compared from Sechelt
note 29	John Hamilton Davis	cited affix	-ayin	end; extremity, in Comox
note 29	John Hamilton Davis	cited form	saylhalh	throat
note 29	John Hamilton Davis	cited form	sayqin	inside of mouth
note 30	John Hamilton Davis	cited form	{k̀wə(n) + t}	the parts that give k’wet
note 30	John Hamilton Davis	cited form	/k̀wət/	look
note 31	John Hamilton Davis	cited form	sopnach	tail, plus the attributive
note 31	John Hamilton Davis	cited form	sopnahâch	having a tail
note 32	John Hamilton Davis	cited form	jiaqaʔ	unexpectedly
note 33	John Hamilton Davis	cited form	naʔa	rhetorical filler
note 34	John Hamilton Davis	cited form	xaxayaswh	find it strange
note 34	John Hamilton Davis	cited form	xaxayastîwh	finding it strange
note 35	John Hamilton Davis	cited form	{k̀wə(n) + t}	the parts that give k’wet
note 35	John Hamilton Davis	cited form	/k̀wət/	look
note 36	John Hamilton Davis	cited form	ku	past change or action, not recent
note 37	John Hamilton Davis	cited form	ʔeytem	good fortune
note 37	John Hamilton Davis	cited form	ʔeytet	from ʔeytem + s
note 37	John Hamilton Davis	cited form	niʔitem	the form niʔitet is built from
note 37	John Hamilton Davis	cited form	niʔitet	from niʔitem + s
note 37	John Hamilton Davis	cited form	lhextem	bad luck or fortune, entry 772
note 37	John Hamilton Davis	cited form	lhexthim	bad luck or fortune for you, entry 772
note 37	John Hamilton Davis	cited form	ʔeythim	your good luck or fortune, entry 771
note 37	John Hamilton Davis	cited form	ʔeythayem	my good luck or fortune, entry 771
note 38	John Hamilton Davis	cited form	taʔat	usually, always, reliably
note 39	John Hamilton Davis	cited form	k’wenom	the form k’weneget is built from
note 39	John Hamilton Davis	cited form	k’weneget	from k’wenom + -as
note 39	John Hamilton Davis	cited form	k’wenewh	the form k’wenom is built from
note 40	John Hamilton Davis	cited form	chianilh	I, me
note 40	John Hamilton Davis	cited form	chianiy	I, me
note 41	John Hamilton Davis	cited form	xaxaya	strange
note 41	John Hamilton Davis	cited affix	-swh	cause
note 41	John Hamilton Davis	cited form	xaxayastom	the passive, from xaxaya + -swh + -em
5 1	Mary George	transcription	ho ga she paʔa k’wenewha’nolh ʔaju shez chuʔjolh ʔe thichem.axan.s ʔayaʔ.ow.s z tl’axtl’axolh
5 1	John Hamilton Davis	phonetic	[ho gᴧ šɪ paʔa k̀wʊnʊçwaanoɬ ʔaǰu šɪtθ čuʔǰoɬ ʔə θičɪmaχans ʔayεʔoʊs tθ ƛ̀aχƛ̀aχoɬ]
5 1	Mary George	translation	‘Something else I saw too when I was a child behind my parents’ (past) house.’
5 2	Mary George	transcription	hoho ch kukum maʔemkum she hi’gan
5 2	John Hamilton Davis	phonetic	[hoho č kwukwum maʔəmkwum šɪ hεʔgᴧn]
5 2	Mary George	translation	‘I was going uphill picking strawberries.’
5 3	Mary George	transcription	q’aq’tlemolh ʔe she thichemtigans ʔayaʔs z tl’axtl’ax
5 3	John Hamilton Davis	phonetic	[q̀aq̀ƛəmoɬ ʔə šɪ θičɪmtεgᴧns ʔayεʔs tθ ƛ̀aχƛ̀aχ]
5 3	Mary George	translation	‘It was bushy behind my parents’ house.’
5 4	Mary George	transcription	chu’jolh chian ʔe sheʔen
5 4	John Hamilton Davis	phonetic	[čuʔǰoɬ čyεn ʔə šiʔɪn]
5 4	Mary George	translation	‘I was a child then.’
5 5	Mary George	transcription	whe ch texwnîwhan kwenas k’winolh kwez qomay
5 5	John Hamilton Davis	phonetic	[çwʊ č tɔχwnεçwan kwʊnᴧs k̀wεnoɬ kwɪtθ qwomaɪ]
5 5	Mary George	translation	‘I don’t know how old I was.’
5 6	Mary George	transcription	hoho ch kukum
5 6	John Hamilton Davis	phonetic	[hoho č kwukwum]
5 6	Mary George	translation	‘I was going uphill.’
5 7	Mary George	transcription	ʔiʔilhten ch ʔe she naʔa hi’gan
5 7	John Hamilton Davis	phonetic	[ʔεʔεɬtən č ʔə šɪ naʔᴧ hεʔgᴧn]
5 7	Mary George	translation	‘I was eating strawberries.’
5 8	Mary George	transcription	maʔemkum chian ʔe kw hi’gan
5 8	John Hamilton Davis	phonetic	[maʔəmkwum čyεn ʔə kw hεʔgᴧn]
5 8	Mary George	translation	‘I was picking strawberries.’
5 9	Mary George	transcription	jiaqaʔ xasem kw ch’ey.ewh.an niʔs te tagakwayen
5 9	John Hamilton Davis	phonetic	[ǰyæqᴧʔ χasəm kw č̀iyiçwᴧn nεʔs tə tagᴧkwᴧyɪn]
5 9	Mary George	translation	‘Suddenly a rustle (is what) I heard there in the ferns.’
5 10	Mary George	transcription	xa····sem
5 10	John Hamilton Davis	phonetic	[χa····səm]
5 10	Mary George	translation	‘A lot of rustling.’
5 11	Mary George	transcription	k’wet chian ʔaxteyswh taʔa, jiaqaʔ tih.mot naʔa walth nepamihîn
5 11	John Hamilton Davis	phonetic	[k̀wʊt čyεn ʔaχtiɪsçw taʔa ǰyæqᴧʔ tihmot naʔᴧ wᴧlθ nʌ́pᴧmεhεn]
5 11	Mary George	translation	‘I looked (to see what) was doing that there, a huge bullfrog with a shell.’
5 12	Mary George	transcription	ti····hmot hihiw
5 12	John Hamilton Davis	phonetic	[ti····hmot hεhεʊ]
5 12	Mary George	translation	‘Extremely big.’
5 13	Mary George	transcription	k’wa····q’t ch, xapey tho
5 13	John Hamilton Davis	phonetic	[k̀wa····q̀t č χapiɪ θo]
5 13	Mary George	translation	‘I screamed and went back.’
5 14	Mary George	transcription	ho ch jetl’ tawt z tan ʔey z man
5 14	John Hamilton Davis	phonetic	[ho č ǰɪƛ̉ taʊt tθ tan ʔiɪ tθ man]
5 14	Mary George	translation	‘I went running to tell my mother and my father.’
5 15	Mary George	transcription	ho ch k’wenstanaq ʔe te niʔ.ow.s
5 15	John Hamilton Davis	phonetic	[ho č k̀wʊnstanaq ʔə tə nεʔoʊs]
5 15	Mary George	translation	‘I went to show them where it had been (its past location).’
5 16	Mary George	transcription	ho k’wet.as.iw ʔey whekwt
5 16	John Hamilton Davis	phonetic	[ho k̀wʊtᴧsεʊ ʔiɪ çwʊkwt]
5 16	Mary George	translation	‘They went to look, but there was nothing.’
5 17	Mary George	transcription	hoy ʔey naʔa tawt chian shez kwekwpaʔolh
5 17	John Hamilton Davis	phonetic	[hoɪ ʔiɪ naʔᴧ taʊt čyεn šɪtθ kwʊkwpaʔoɬ]
5 17	Mary George	translation	‘Then I told my grandfather.’
5 18	Mary George	transcription	lhelhxanchem.mithay.em ʔe shez kwekwpaʔolh
5 18	John Hamilton Davis	phonetic	[ɬɪɬχančɪmmεθayɪm ʔə šɪtθ kwʊkwpaʔoɬ]
5 18	Mary George	translation	‘My grandfather was angry with me, ...’
5 19	Mary George	transcription	chia’mas ʔez whaʔ maʔta’nolh
5 19	John Hamilton Davis	phonetic	[čyεεmᴧs ʔətθ çwaʔ maataanoɬ]
5 19	Mary George	translation	‘because I didn’t take it, ...’
5 20	Mary George	transcription	chia’mas ʔez whaʔ naʔa yalhat.a’n.olh ho
5 20	John Hamilton Davis	phonetic	[čyεεmᴧs ʔətθ çwaʔ naʔᴧ yaɬᴧtaanoɬ ho]
5 20	Mary George	translation	‘because I didn’t go call (summon) him.’
5 21	Mary George	transcription	whaʔ texwnîwhas kwenas tam, kwenas ʔey.thay.et ʔaju t sheʔen
5 21	John Hamilton Davis	phonetic	[çwaʔ tɔχwnεçwas kwʊnᴧs tam kwʊnᴧs ʔiɪθayɪt ʔaǰu t šiʔɪn]
5 21	Mary George	translation	‘He didn’t know what it was, whether it was good luck (good fortune) for me.’
